,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
968,0.10939912796020508,0.0024523885287181225,0.0021002531051635743,0.0002996062094438913,absolute_error,20,150,3,10,"{'criterion': 'absolute_error', 'max_depth': 20, 'max_features': 150, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.8711874008295369,0.7115202410703533,0.669651977596473,0.7354070216763035,0.8456051131658254,0.5999544568613864,0.7108890952273446,0.7421839340465319,0.8366369389053685,0.6515337438516668,0.737456992323079,0.08468109971704511,26
321,0.00960090160369873,0.0006641436353072353,0.0021995782852172853,0.00040040597168097494,poisson,,150,8,2,"{'criterion': 'poisson', 'max_depth': None, 'max_features': 150, 'min_samples_leaf': 8, 'min_samples_split': 2}",0.7513902432007311,0.648849838308037,0.7578523945388573,0.7873986450369257,0.8346489120246683,0.6434529470720852,0.764318221812253,0.705587242475848,0.7693838395321981,0.70972010870056,0.7372602392702163,0.05723985664027341,27
698,0.009698176383972168,0.0004581684499732433,0.002402067184448242,0.0004908625954533071,friedman_mse,20,150,3,10,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 150, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.8233485147962663,0.7284308548820024,0.7637460416057619,0.7664557650430687,0.8437834754624234,0.2888036164049501,0.77076828608063,0.8458768392975258,0.7943259844140632,0.7408641179413069,0.7366403495927998,0.15417184168437933,28
806,0.009499192237854004,0.0005000833788700726,0.002100062370300293,0.00029626407327944146,friedman_mse,150,150,3,10,"{'criterion': 'friedman_mse', 'max_depth': 150, 'max_features': 150, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.816941781384479,0.6342596325151058,0.7452697573069049,0.8017046478288224,0.8653922659771495,0.595499276537953,0.7273257501395531,0.6934301132026468,0.7985580800133889,0.6850583696036703,0.7363439674509673,0.08135313952359684,29
538,0.009700465202331542,0.0006416042602827963,0.0019998788833618165,1.7404556274414062e-06,poisson,150,150,8,5,"{'criterion': 'poisson', 'max_depth': 150, 'max_features': 150, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.7728673631410219,0.7611146125710874,0.689437794706248,0.6911308941376719,0.7833957944990664,0.6326276636672576,0.7469959537307971,0.7037323266474512,0.7711678419571788,0.7851070505389838,0.7337577295596764,0.04885032098429035,30
257,0.00780036449432373,0.00039820384512856725,0.002099609375,0.00030031191731072086,squared_error,150,100,3,10,"{'criterion': 'squared_error', 'max_depth': 150, 'max_features': 100, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.7641138708785119,0.6333475523731771,0.7816857646725195,0.6727947505743106,0.8212594559643731,0.6209701133445129,0.8288665687012203,0.6356794356330122,0.7926582560520066,0.7708997745609885,0.7322275542754633,0.07802904013033161,31
582,0.0070999860763549805,0.0005397626791807809,0.0021000146865844727,0.00030103839444882283,friedman_mse,,100,8,2,"{'criterion': 'friedman_mse', 'max_depth': None, 'max_features': 100, 'min_samples_leaf': 8, 'min_samples_split': 2}",0.7626084357955687,0.7467961365054063,0.6509311750150089,0.6728919366655075,0.815131985954376,0.6668102664695583,0.7218693403351941,0.7247130127551978,0.8433813923267569,0.7113167909775728,0.7316450472800147,0.05947304280559072,32
592,0.00880105495452881,0.00039755911732273526,0.0020003318786621094,2.7742744842126574e-06,friedman_mse,,150,8,5,"{'criterion': 'friedman_mse', 'max_depth': None, 'max_features': 150, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.7662970113366008,0.7526348229303279,0.675453631184747,0.782855764213043,0.8249410932452033,0.48781552099058834,0.801849905026879,0.7304623642589452,0.8293826084920706,0.6475210802174515,0.7299213801895857,0.0985435007312524,33
869,0.1374990701675415,0.000920713214169793,0.002400851249694824,0.0004905348958390565,absolute_error,5,,3,10,"{'criterion': 'absolute_error', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.8299930264398455,0.7429802652949858,0.7401913450744754,0.5884648696101762,0.8127591368440799,0.5784533901646041,0.8388145501068207,0.7023533319466673,0.7422935433969767,0.7083843857936573,0.7284687844672288,0.08562620119011,34
196,0.0048002958297729496,0.000401146163144155,0.002001643180847168,3.829940500455785e-06,squared_error,50,50,8,5,"{'criterion': 'squared_error', 'max_depth': 50, 'max_features': 50, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.7434289398132576,0.634566606922512,0.7155461026004185,0.6892429850460131,0.7842344618778831,0.6227422214820844,0.7462215762266414,0.8279612648016607,0.819910099780157,0.6972607936329374,0.7281115052183564,0.06677057192506827,35
814,0.17679855823516846,0.0020888270785759926,0.0022020578384399415,0.0004011962093494407,absolute_error,,,3,5,"{'criterion': 'absolute_error', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 5}",0.8334189420425158,0.7169735695144385,0.7957471545939927,0.7028862135004152,0.8252823731725898,0.3325620200902727,0.8144306077697229,0.7620205001613659,0.7367146106339074,0.7594901268431682,0.7279526118322389,0.13855878365701338,36
593,0.008596563339233398,0.0004885091170758133,0.0019028663635253906,0.0003003733252308007,friedman_mse,,150,8,10,"{'criterion': 'friedman_mse', 'max_depth': None, 'max_features': 150, 'min_samples_leaf': 8, 'min_samples_split': 10}",0.7820210882028152,0.6523259242604385,0.6964242409782777,0.7681116964776031,0.8501802805747843,0.5892141421156734,0.6482791039593152,0.8315051135953865,0.7623188456787494,0.6924061946336463,0.7272786630476691,0.08059068460864396,37
115,0.011898446083068847,0.00029969262906039135,0.002101588249206543,0.00029959081459104205,squared_error,20,,8,5,"{'criterion': 'squared_error', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.6653605681607414,0.7769728987063315,0.6493481671023518,0.7145179302865352,0.8376668658598786,0.5738558853798639,0.7324128659920166,0.7954958230687786,0.8262624375744207,0.6925794371733649,0.7264472879304282,0.0799614426268225,38
